2024-05-08 20:10:43 | INFO | model_worker | args: Namespace(host='0.0.0.0', port=40000, worker_address='http://localhost:40000', controller_address='http://localhost:50020', model_name=None, sgl_endpoint='http://127.0.0.1:10001', limit_model_concurrency=5, stream_interval=1, no_register=False)
2024-05-08 20:13:13 | INFO | model_worker | Send heart beat. Models: ['llava-next-72b']. Semaphore: Semaphore(value=4, locked=False). global_counter: 4
2024-05-08 20:13:29 | INFO | model_worker | Send heart beat. Models: ['llava-next-72b']. Semaphore: Semaphore(value=4, locked=False). global_counter: 4
2024-05-08 20:13:44 | INFO | model_worker | Send heart beat. Models: ['llava-next-72b']. Semaphore: Semaphore(value=4, locked=False). global_counter: 4
2024-05-08 20:13:59 | INFO | model_worker | Send heart beat. Models: ['llava-next-72b']. Semaphore: Semaphore(value=4, locked=False). global_counter: 4
2024-05-08 20:14:06 | INFO | model_worker | Send heart beat. Models: ['llava-next-72b']. Semaphore: Semaphore(value=5, locked=False). global_counter: 4
2024-05-08 20:14:14 | INFO | model_worker | Send heart beat. Models: ['llava-next-72b']. Semaphore: Semaphore(value=5, locked=False). global_counter: 4
2024-05-08 20:14:29 | INFO | model_worker | Send heart beat. Models: ['llava-next-72b']. Semaphore: Semaphore(value=5, locked=False). global_counter: 4
2024-05-08 20:14:44 | INFO | model_worker | Send heart beat. Models: ['llava-next-72b']. Semaphore: Semaphore(value=5, locked=False). global_counter: 4
2024-05-08 20:14:59 | INFO | model_worker | Send heart beat. Models: ['llava-next-72b']. Semaphore: Semaphore(value=5, locked=False). global_counter: 4
2024-05-08 20:15:14 | INFO | model_worker | Send heart beat. Models: ['llava-next-72b']. Semaphore: Semaphore(value=5, locked=False). global_counter: 4
2024-05-08 20:15:29 | INFO | model_worker | Send heart beat. Models: ['llava-next-72b']. Semaphore: Semaphore(value=5, locked=False). global_counter: 4
2024-05-08 20:15:44 | INFO | model_worker | Send heart beat. Models: ['llava-next-72b']. Semaphore: Semaphore(value=5, locked=False). global_counter: 4
